date,total_assets
2022-07-12,2374871.1555540026
2022-07-13,2358458.1661512316
2022-07-14,2449715.9119092883
2022-07-15,2434698.708524889
2022-07-18,2472048.928861803
2022-07-19,2426805.191572374
2022-07-20,2475610.7720777453
2022-07-21,2460352.9691144885
2022-07-22,2431955.388601488
2022-07-25,2239187.975469774
2022-07-26,2301085.301740831
2022-07-27,2369095.4436857165
2022-07-28,2402258.085638231
2022-07-29,2443458.7805540026
2022-08-01,2458042.59623546
2022-08-02,2546508.549627489
2022-08-03,2414772.3483488024
2022-08-04,2413183.994535631
2022-08-05,2411739.956403917
2022-08-08,2408370.6809827746
2022-08-09,2511709.5220777453
2022-08-10,2486055.2614881457
2022-08-11,2535967.7763196887
2022-08-12,2540251.638601488
2022-08-15,2524753.2360593737
2022-08-16,2476428.8547117175
2022-08-17,2492504.960638231
2022-08-18,2471615.7614881457
2022-08-19,2445335.9860593737
2022-08-22,2741153.168264574
2022-08-23,2718531.29961986
2022-08-24,2770369.051740831
2022-08-25,2698701.0030118884
2022-08-26,2690518.634367174
2022-08-29,2693839.6576749743
2022-08-30,2680025.8928434313
2022-08-31,2623904.2784406603
2022-09-01,2595266.0983488024
2022-09-02,2553583.9839460314
2022-09-06,2599116.57292766
2022-09-07,2634012.104704088
2022-09-08,2718338.7318250597
2022-09-09,2734270.301740831
2022-09-12,2641857.589872545
2022-09-13,2628861.9076749743
2022-09-14,2593629.4924222887
2022-09-15,2513779.0750486315
2022-09-16,2531972.9860593737
2022-09-19,2527207.9246198596
2022-09-20,2470893.7424222887
2022-09-21,2399562.577169603
2022-09-22,2332996.6936857165
2022-09-23,2356099.7614881457
2022-09-26,2363175.195806688
2022-09-27,2408515.216993517
2022-09-28,2390899.009367174
2022-09-29,2365052.1809827746
2022-09-30,2450245.3631803454
2022-10-03,2510169.2000486315
2022-10-04,2536304.659795946
2022-10-05,2523309.19792766
2022-10-06,2453422.070806688
2022-10-07,2355666.5941144885
2022-10-10,2272350.6174222887
2022-10-11,2242605.2826749743
2022-10-12,2279859.2191144885
2022-10-13,2235674.384367174
2022-10-14,2289244.8059827746
2022-10-17,2358987.6174222887
2022-10-18,2311914.926740831
2022-10-19,2289678.1936857165
2022-10-20,2339638.740301317
2022-10-21,2329675.4500486315
2022-10-24,2399707.1131803454
2022-10-25,2407504.34623546
2022-10-26,2427864.0941144885
2022-10-27,2470316.259367174
2022-10-28,2477680.3250486315
2022-10-31,2465840.0496198596
2022-11-01,2336028.865301317
2022-11-02,2161599.678861803
2022-11-03,2053447.964872545
2022-11-04,2085792.303861803
2022-11-07,2226144.2614881457
2022-11-08,2188601.6936857165
2022-11-09,2360287.339872545
2022-11-10,2387144.8186857165
2022-11-11,2335306.84623546
2022-11-14,2344692.653433031
2022-11-15,2297186.5750486315
2022-11-16,2260654.6576749743
2022-11-17,2418333.97123546
2022-11-18,2463673.9924222887
2022-11-21,2478835.5114881457
2022-11-22,2499484.1110593737
2022-11-23,2494719.0496198596
2022-11-25,2474792.4691144885
2022-11-28,2462085.6386091174
2022-11-29,2453277.534795946
2022-11-30,2576013.284795946
2022-12-01,2493563.8631803454
2022-12-02,2454577.2572462023
2022-12-05,2406926.8631803454
2022-12-06,2378047.8631803454
2022-12-07,2321589.365301317
2022-12-08,2294443.034795946
2022-12-09,2336028.865301317
2022-12-12,2321156.19792766
2022-12-13,2313647.59623546
2022-12-14,2203329.8250486315
2022-12-15,2180371.07292766
2022-12-16,2173440.1746198596
2022-12-19,2155535.115301317
2022-12-20,2128677.6364881457
2022-12-21,2067020.909795946
2022-12-22,2039874.7996198596
2022-12-23,2010129.464872545
2022-12-27,1982983.134367174
2022-12-28,2024424.428861803
2022-12-29,2014894.3059827746
2022-12-30,1999155.303861803
2023-01-03,2000454.8059827746
2023-01-04,1950927.4267408312
2023-01-05,1947173.2360593737
2023-01-06,1950494.259367174
2023-01-09,1937643.1131803454
2023-01-10,1974030.714872545
2023-01-11,1972442.3610593737
2023-01-12,2005075.5517408312
2023-01-13,2050415.5729276598
2023-01-17,2045794.8271696032
2023-01-18,2031788.714872545
2023-01-19,2109617.6110593737
2023-01-20,2156401.4500486315
2023-01-23,2182392.5941144885
2023-01-24,2191633.865301317
2023-01-25,2297475.426740831
2023-01-26,2307149.865301317
2023-01-27,2276105.028433031
2023-01-30,2290688.8441144885
2023-01-31,2306283.5305540026
2023-02-01,2347147.341993517
2023-02-02,2306283.5305540026
2023-02-03,2255889.59623546
2023-02-06,2305994.678861803
2023-02-07,2398985.0941144885
2023-02-08,2398840.778433031
2023-02-09,2386133.94792766
2023-02-10,2401439.7826749743
2023-02-13,2456743.0941144885
2023-02-14,2559552.2636091174
2023-02-15,2483889.4246198596
2023-02-16,2444325.115301317
2023-02-17,2409814.7191144885
2023-02-21,2711022.69792766
2023-02-22,2725317.882246203
2023-02-23,2694850.5284330305
2023-02-24,2721996.638609117
2023-02-27,2719975.117422289
2023-02-28,2699326.7381803454
2023-03-01,2741345.7360593732
2023-03-02,2766470.325048632
2023-03-03,2713333.0708066877
2023-03-06,2703080.928861803
2023-03-07,2720119.6534330305
2023-03-08,2662939.1364881457
2023-03-09,2681566.214872545
2023-03-10,2684309.5347959464
2023-03-13,2663805.4712354597
2023-03-14,2653986.716993517
2023-03-15,2740190.54961986
2023-03-16,2730804.742422289
2023-03-17,2735280.952169603
2023-03-20,2808345.007246203
2023-03-21,2756362.7191144885
2023-03-22,2799681.2191144885
2023-03-23,2765892.841993517
2023-03-24,2780043.490301317
2023-03-27,2754485.513609117
2023-03-28,2775134.1131803454
2023-03-29,2795060.6936857165
2023-03-30,2884152.382246203
2023-03-31,2834913.634367174
2023-04-03,2838234.6576749743
2023-04-04,2803868.577169603
2023-04-05,2771379.702169603
2023-04-06,2781342.992422289
2023-04-10,2784086.5326749743
2023-04-11,2819752.115301317
2023-04-12,2857150.367422289
2023-04-13,2879820.4881803454
2023-04-14,2904656.4458066877
2023-04-17,2887906.57292766
2023-04-18,2820329.8186857165
2023-04-19,2776289.29961986
2023-04-20,2790439.94792766
2023-04-21,2771668.553861803
2023-04-24,2636226.1936857165
2023-04-25,2653842.1809827746
2023-04-26,2673046.742422289
2023-04-27,2634637.839872545
2023-04-28,2646766.966993517
2023-05-01,2554209.7191144885
2023-05-02,2565328.195806688
2023-05-03,2584821.3886091174
2023-05-04,2655863.702169603
2023-05-05,2765459.67461986
2023-05-08,2827838.200048632
2023-05-09,2879242.7847959464
2023-05-10,2847187.077169603
2023-05-11,2877798.966993517
2023-05-12,2786830.07292766
2023-05-15,2764159.952169603
2023-05-16,2765459.67461986
2023-05-17,2739468.5305540026
2023-05-18,2724162.6958066877
2023-05-19,2773978.926740831
2023-05-22,2739757.382246203
2023-05-23,2950140.7826749743
2023-05-24,3003133.7212354597
2023-05-25,3056848.678861803
2023-05-26,3068111.4712354597
2023-05-30,3081251.4691144885
2023-05-31,3130345.6809827746
2023-06-01,3136843.632246203
2023-06-02,3274740.6809827746
2023-06-05,3244851.0305540026
2023-06-06,3122548.44792766
2023-06-07,3217416.0686857165
2023-06-08,3178140.6110593732
2023-06-09,3308673.5941144885
2023-06-12,3373507.0284330305
2023-06-13,3444693.6576749743
2023-06-14,3520356.716993517
2023-06-15,3559776.490301317
2023-06-16,3488589.8610593732
2023-06-20,3449891.8864881457
2023-06-21,3597607.9097959464
2023-06-22,3522378.2381803454
2023-06-23,3520356.716993517
2023-06-26,3632840.325048632
2023-06-27,3659120.3208066877
2023-06-28,3657965.134367174
2023-06-29,3689443.138609117
2023-06-30,3676880.8441144885
2023-07-03,3723664.903433031
2023-07-05,3658975.7847959464
2023-07-06,3575082.325048632
2023-07-07,3573349.6555540026
2023-07-10,3613202.5962354597
2023-07-11,3359211.8441144885
2023-07-12,3451191.388609117
2023-07-13,3483680.263609117
2023-07-14,3610603.591993517
2023-07-17,3585911.950048632
2023-07-18,3552123.57292766
2023-07-19,3495087.591993517
2023-07-20,3520645.5686857165
2023-07-21,3513570.134367174
2023-07-24,3507505.5708066877
2023-07-25,3537828.388609117
2023-07-26,3541727.115301317
2023-07-27,3587355.9881803454
2023-07-28,3609304.089872545
2023-07-31,3655654.7614881457
2023-08-01,3410183.2614881457
2023-08-02,3428665.803861803
2023-08-03,3152438.3186857165
2023-08-04,3107964.632246203
2023-08-07,3053671.9712354597
2023-08-08,3082406.6555540026
2023-08-09,3090925.9076749743
2023-08-10,3147240.089872545
2023-08-11,3167166.450048632
2023-08-14,3114029.1958066877
2023-08-15,3089626.4055540026
2023-08-16,2997213.6936857165
2023-08-17,3027825.3631803454
2023-08-18,3477182.5326749743
2023-08-21,3386935.6576749743
2023-08-22,3402819.1958066877
2023-08-23,3284270.803861803
2023-08-24,3332065.513609117
2023-08-25,3356035.1364881457
2023-08-28,3377694.3864881457
2023-08-29,3435163.5347959464
2023-08-30,3513136.966993517
2023-08-31,3504762.0305540026
2023-09-01,3538694.9436857165
2023-09-05,3540716.464872545
2023-09-06,3544037.4881803454
2023-09-07,3591687.882246203
2023-09-08,3655221.5941144885
2023-09-11,3548224.8462354597
2023-09-12,3556310.9309827746
2023-09-13,3549524.5686857165
2023-09-14,3468374.428861803
2023-09-15,3463898.2191144885
2023-09-18,3410183.2614881457
2023-09-19,3397620.966993517
2023-09-20,3284126.4881803454
2023-09-21,3299576.638609117
2023-09-22,3270986.490301317
2023-09-25,3274740.6809827746
2023-09-26,3348526.5347959464
2023-09-27,3395888.077169603
2023-09-28,3385202.9881803454
2023-09-29,3418847.04961986
2023-10-02,3345783.214872545
2023-10-03,3414081.9881803454
2023-10-04,3418991.365301317
2023-10-05,3562086.8631803454
2023-10-06,3650023.365301317
2023-10-09,3707781.365301317
2023-10-10,3742869.2445432604
2023-10-11,3763228.9924222887
2023-10-12,3745612.784795946
2023-10-13,3776224.454290575
2023-10-16,3779401.1619169177
2023-10-17,3773625.4500486315
2023-10-18,3655077.2784330305
2023-10-19,3510249.1110593732
2023-10-20,3554578.2614881457
2023-10-23,3639771.4436857165
2023-10-24,3534651.6809827746
2023-10-25,3424911.6131803454
2023-10-26,3448014.6809827746
2023-10-27,3444549.341993517
2023-10-30,3509093.92461986
2023-10-31,3535662.551740831
2023-11-01,3615079.801740831
2023-11-02,3516457.990301317
2023-11-03,3422168.07292766
2023-11-06,3495520.759367174
2023-11-07,3481081.259367174
2023-11-08,3502884.825048632
2023-11-09,3660564.138609117
2023-11-10,3691320.3441144885
2023-11-13,3771170.9818174304
2023-11-14,3699117.577169603
2023-11-15,3498697.466993517
2023-11-16,3575082.325048632
2023-11-17,3762507.1936857165
2023-11-20,3812467.740301317
2023-11-21,3799616.814443773
2023-11-22,3842068.5390378893
2023-11-24,3885531.5750486315
2023-11-27,4011732.6640378893
2023-11-28,4171722.570806688
2023-11-29,4260958.575048632
2023-11-30,4276408.945806689
2023-12-01,4138511.4564115466
2023-12-04,4227603.365301318
2023-12-05,4147031.1491910876
2023-12-06,4239587.956411547
2023-12-07,4309042.356817431
2023-12-08,4330123.903433031
2023-12-11,4412428.78903789
2023-12-12,4531987.831411547
2023-12-13,4338209.988180346
2023-12-14,4437264.746664233
2023-12-15,4441307.78903789
2023-12-18,4456180.456411547
2023-12-19,4346007.441564745
2023-12-20,4323192.784795946
2023-12-21,4306009.744543261
2023-12-22,4343697.068685717
2023-12-26,4295757.82292766
2023-12-27,4268033.78903789
2023-12-28,4268033.78903789
